expected,actual,time
739.9888454,735,0.002992392
,,
739.9888454,734,0.002048016
,,
739.9888454,736,0.002990007
,,
739.9888454,734,0.003223896
,,
783.990872,779,0.003020287
,,
783.990872,779,0.002968788
,,
783.990872,779,0.003117085
,,
783.990872,777,0.003067732
,,
783.990872,780,0.002992153
,,
830.6093952,824,0.001963139
,,
830.6093952,825,0.002992153
,,
830.6093952,827,0.002992392
,,
830.6093952,825,0.003988743
,,
830.6093952,825,0.003209591
,,
880,874,0.00299263
,,
880,873,0.002991676
,,
880,866,0.002994061
,,
880,866,0.001994848
,,
880,868,0.005124331
,,
932.327523,923,0.001993656
,,
932.327523,924,0.003042459
,,
932.327523,924,0.003021002
,,
932.327523,925,0.002993107
,,
932.327523,926,0.003025532
,,
987.7666025,980,0.002992392
,,
987.7666025,985,0.004987717
,,
987.7666025,979,0.002991915
,,
987.7666025,981,0.003139496
,,
987.7666025,979,0.001989365
,,
1046.502261,1038,0.003227472
,,
1046.502261,1038,0.002991915
,,
1046.502261,1037,0.002991438
,,
1046.502261,1035,0.002203703
,,
1046.502261,1039,0.002990961
,,
1108.730524,1099,0.003024578
,,
1108.730524,1097,0.003993034
,,
1108.730524,1098,0.002177954
,,
1108.730524,1098,0.002002716
,,
1108.730524,1097,0.003131628
,,
1174.659072,1165,0.002958775
,,
1174.659072,1165,0.003150463
,,
1174.659072,1163,0.003172636
,,
1174.659072,1165,0.004986763
,,
1174.659072,1165,0.002027035
,,
1244.507935,1173,0.002993822
,,
1244.507935,1183,0.001994371
,,
1244.507935,1165,0.004143476
,,
1244.507935,1191,0.002018452
,,
1244.507935,1199,0.003114223
,,
1318.510228,35,0.002996683
,,
1318.510228,1097,0.00301218
,,
1318.510228,1164,0.003151894
,,
1318.510228,34,0.002169371
,,
1318.510228,34,0.00313139
,,
1396.912926,549,0.002132654
,,
1396.912926,1097,0.002993107
,,
1396.912926,1166,0.003020048
,,
1396.912926,34,0.002991915
,,
1396.912926,34,0.003213406
,,
1479.977691,36,0.003152847
,,
1479.977691,1097,0.002992153
,,
1479.977691,35,0.001994848
,,
1479.977691,35,0.003989697
,,
1479.977691,35,0.003023624
,,
1567.981744,550,0.002954245
,,
1567.981744,1098,0.00219965
,,
1567.981744,35,0.002033234
,,
1567.981744,35,0.002958298
,,
1567.981744,35,0.001995802
,,
1661.21879,37,0.003020525
,,
1661.21879,847,0.003019094
,,
1661.21879,36,0.003219366
,,
1661.21879,36,0.003167152
,,
1661.21879,36,0.002992868
,,
1760,37,0.002994299
,,
1760,847,0.003185987
,,
1760,36,0.00314784
,,
1760,36,0.00302124
,,
1760,36,0.003128052
,,
1864.655046,551,0.002963781
,,
1864.655046,847,0.002991676
,,
1864.655046,1169,0.002992153
,,
1864.655046,37,0.00398922
,,
1864.655046,37,0.002972126
,,
1975.533205,38,0.00398922
,,
1975.533205,848,0.002991199
,,
1975.533205,37,0.003224373
,,
1975.533205,37,0.003117085
,,
1975.533205,37,0.002187729
,,
2093.004522,551,0.002991438
,,
2093.004522,848,0.003957987
,,
2093.004522,1170,0.002990961
,,
2093.004522,38,0.00299263
,,
2093.004522,1096,0.002995968
,,
2217.461048,39,0.003004313
,,
2217.461048,849,0.002991438
,,
2217.461048,38,0.002993107
,,
2217.461048,38,0.002966166
,,
2217.461048,38,0.002991915
,,
2349.318143,552,0.003020763
,,
2349.318143,849,0.002993107
,,
2349.318143,1171,0.00302887
,,
2349.318143,39,0.002991438
,,
2349.318143,1096,0.002991915
,,
2489.01587,40,0.003155231
,,
2489.01587,849,0.002992868
,,
2489.01587,39,0.002994776
,,
2489.01587,39,0.002996445
,,
2489.01587,39,0.002993107
,,
2637.020455,553,0.002992868
,,
2637.020455,850,0.003989935
,,
2637.020455,1171,0.002992153
,,
2637.020455,40,0.002992153
,,
2637.020455,40,0.003989697
,,
2793.825851,41,0.002956152
,,
2793.825851,850,0.003162622
,,
2793.825851,40,0.003029108
,,
2793.825851,40,0.003001213
,,
2793.825851,40,0.00302124
,,
2959.955382,553,0.003165483
,,
2959.955382,850,0.005130291
,,
2959.955382,41,0.002993107
,,
2959.955382,41,0.003023624
,,
2959.955382,41,0.00295949
,,
3135.963488,42,0.002995729
,,
3135.963488,850,0.002117395
,,
3135.963488,41,0.003201962
,,
3135.963488,41,0.002991676
,,
3135.963488,41,0.003019094
,,
3322.437581,43,0.001995325
,,
3322.437581,851,0.001994371
,,
3322.437581,42,0.003163099
,,
3322.437581,42,0.002962589
,,
3322.437581,42,0.003021002
,,
3520,43,0.001994848
,,
3520,851,0.003960848
,,
3520,42,0.00199461
,,
3520,42,0.002996922
,,
3520,42,0.002991915
,,
3729.310092,44,0.003960133
,,
3729.310092,851,0.004087687
,,
3729.310092,43,0.003136158
,,
3729.310092,43,0.002993107
,,
3729.310092,43,0.002990961
,,
3951.06641,44,0.003020287
,,
3951.06641,851,0.002928019
,,
3951.06641,1172,0.003162146
,,
3951.06641,43,0.002026558
,,
3951.06641,43,0.002990961
,,
4186.009045,45,0.001994848
,,
4186.009045,1092,0.00296092
,,
4186.009045,1097,0.002995253
,,
4186.009045,44,0.00299263
,,
4186.009045,44,0.002995253
,,
27.5,55,0.002991676
,,
27.5,56,0.010179996
,,
27.5,139,0.002991676
,,
27.5,196,0.002993584
,,
27.5,83,0.002155781
,,
29.13523509,29,0.00398922
,,
29.13523509,59,0.003168583
,,
29.13523509,59,0.003146172
,,
29.13523509,59,0.003093481
,,
29.13523509,177,0.002994061
,,
30.86770633,62,0.002990723
,,
30.86770633,62,0.002957821
,,
30.86770633,31,0.003221035
,,
30.86770633,31,0.002992392
,,
30.86770633,93,0.002991676
,,
32.70319566,65,0.002987623
,,
32.70319566,66,0.003015041
,,
32.70319566,66,0.003102303
,,
32.70319566,66,0.003205061
,,
32.70319566,98,0.00202322
,,
34.64782887,69,0.002990484
,,
34.64782887,70,0.002861023
,,
34.64782887,70,0.002960205
,,
34.64782887,70,0.003133535
,,
34.64782887,104,0.002175331
,,
36.70809599,73,0.002991676
,,
36.70809599,74,0.003142595
,,
36.70809599,74,0.003007412
,,
36.70809599,74,0.003148556
,,
36.70809599,186,0.003151894
,,
38.89087297,38,0.001964569
,,
38.89087297,78,0.004148483
,,
38.89087297,78,0.002991915
,,
38.89087297,39,0.002995253
,,
38.89087297,197,0.002961397
,,
41.20344461,423,0.002161503
,,
41.20344461,41,0.002955675
,,
41.20344461,83,0.003157139
,,
41.20344461,83,0.002963066
,,
41.20344461,124,0.002991438
,,
43.65352893,43,0.002991438
,,
43.65352893,87,0.003019094
,,
43.65352893,88,0.001993179
,,
43.65352893,88,0.002991676
,,
43.65352893,221,0.011132479
,,
46.24930284,93,0.003000021
,,
46.24930284,46,0.003858089
,,
46.24930284,93,0.002991676
,,
46.24930284,93,0.002996683
,,
46.24930284,139,0.003174305
,,
48.9994295,99,0.001994133
,,
48.9994295,98,0.005183935
,,
48.9994295,49,0.002958298
,,
48.9994295,49,0.002959967
,,
48.9994295,248,0.003988743
,,
51.9130872,104,0.006076574
,,
51.9130872,104,0.003025293
,,
51.9130872,104,0.001996517
,,
51.9130872,52,0.002992868
,,
51.9130872,52,0.00199461
,,
55,110,0.002996922
,,
55,110,0.002997637
,,
55,110,0.003141642
,,
55,55,0.002991676
,,
55,55,0.003160954
,,
58.27047019,117,0.003991365
,,
58.27047019,58,0.002992392
,,
58.27047019,117,0.002987385
,,
58.27047019,117,0.002030373
,,
58.27047019,58,0.002991676
,,
61.73541266,123,0.002202749
,,
61.73541266,61,0.002991676
,,
61.73541266,124,0.004085541
,,
61.73541266,124,0.003041267
,,
61.73541266,124,0.003210545
,,
65.40639133,66,0.002991915
,,
65.40639133,198,0.002991915
,,
65.40639133,131,0.003164768
,,
65.40639133,131,0.002993345
,,
65.40639133,65,0.001992702
,,
69.29565774,209,0.003228426
,,
69.29565774,209,0.002959013
,,
69.29565774,69,0.002992153
,,
69.29565774,139,0.002992392
,,
69.29565774,69,0.002991676
,,
73.41619198,74,0.004266262
,,
73.41619198,148,0.002990961
,,
73.41619198,73,0.004958153
,,
73.41619198,147,0.003130198
,,
73.41619198,73,0.005981684
,,
77.78174593,78,0.003196239
,,
77.78174593,156,0.004024267
,,
77.78174593,77,0.002028465
,,
77.78174593,156,0.002971172
,,
77.78174593,156,0.004160166
,,
82.40688923,82,0.002026558
,,
82.40688923,165,0.003151417
,,
82.40688923,82,0.003197432
,,
82.40688923,82,0.003196955
,,
82.40688923,82,0.002991915
,,
87.30705786,175,0.003136396
,,
87.30705786,175,0.002992153
,,
87.30705786,86,0.002992868
,,
87.30705786,175,0.002993345
,,
87.30705786,87,0.002994061
,,
92.49860568,185,0.003987074
,,
92.49860568,185,0.003990412
,,
92.49860568,92,0.002996445
,,
92.49860568,92,0.002990961
,,
92.49860568,186,0.001994371
,,
97.998859,196,0.003023863
,,
97.998859,196,0.002161026
,,
97.998859,197,0.002992153
,,
97.998859,196,0.001995564
,,
97.998859,197,0.002989054
,,
103.8261744,526,0.002994537
,,
103.8261744,104,0.002987862
,,
103.8261744,209,0.002993107
,,
103.8261744,208,0.002994299
,,
103.8261744,209,0.003134012
,,
110,221,0.005126715
,,
110,110,0.003020763
,,
110,221,0.002234936
,,
110,220,0.002991915
,,
110,221,0.002991915
,,
116.5409404,234,0.002992153
,,
116.5409404,117,0.002090454
,,
116.5409404,234,0.002991915
,,
116.5409404,116,0.002991676
,,
116.5409404,234,0.002993107
,,
123.4708253,247,0.003179073
,,
123.4708253,248,0.00298357
,,
123.4708253,248,0.002962589
,,
123.4708253,123,0.003112316
,,
123.4708253,248,0.002991676
,,
130.8127827,131,0.002992868
,,
130.8127827,262,0.003953457
,,
130.8127827,262,0.002986431
,,
130.8127827,130,0.003234863
,,
130.8127827,262,0.002257109
,,
138.5913155,278,0.003174543
,,
138.5913155,138,0.001995325
,,
138.5913155,277,0.003165007
,,
138.5913155,845,0.003195524
,,
138.5913155,278,0.003158092
,,
146.832384,294,0.003131151
,,
146.832384,146,0.003002644
,,
146.832384,294,0.003222704
,,
146.832384,295,0.002991438
,,
146.832384,294,0.00199461
,,
155.5634919,155,0.002985001
,,
155.5634919,154,0.002951145
,,
155.5634919,156,0.002961397
,,
155.5634919,312,0.002991915
,,
155.5634919,155,0.00299859
,,
164.8137785,331,0.001966953
,,
164.8137785,331,0.002992392
,,
164.8137785,165,0.002991438
,,
164.8137785,331,0.002993107
,,
164.8137785,330,0.003069878
,,
174.6141157,350,0.002987146
,,
174.6141157,350,0.002993345
,,
174.6141157,175,0.002093077
,,
174.6141157,350,0.002992153
,,
174.6141157,174,0.00295949
,,
184.9972114,186,0.004102468
,,
184.9972114,370,0.002991676
,,
184.9972114,185,0.002999306
,,
184.9972114,371,0.002993822
,,
184.9972114,184,0.001995802
,,
195.997718,196,0.003995657
,,
195.997718,197,0.002907753
,,
195.997718,196,0.003000021
,,
195.997718,393,0.002991199
,,
195.997718,195,0.00210309
,,
207.6523488,207,0.004098654
,,
207.6523488,208,0.004106998
,,
207.6523488,416,0.003001451
,,
207.6523488,416,0.001996756
,,
207.6523488,207,0.002992392
,,
220,442,0.003227711
,,
220,441,0.002197742
,,
220,219,0.003209114
,,
220,221,0.002028465
,,
220,442,0.003990889
,,
233.0818808,467,0.002998352
,,
233.0818808,232,0.002999544
,,
233.0818808,704,0.003215313
,,
233.0818808,234,0.004104853
,,
233.0818808,468,0.002991915
,,
246.9416506,247,0.002992153
,,
246.9416506,496,0.002988815
,,
246.9416506,496,0.003161907
,,
246.9416506,247,0.004121065
,,
246.9416506,495,0.0020926
,,
261.6255653,261,0.002174616
,,
261.6255653,524,0.002990246
,,
261.6255653,524,0.002150059
,,
261.6255653,262,0.003000021
,,
261.6255653,525,0.001959324
,,
277.182631,556,0.004997969
,,
277.182631,278,0.003024817
,,
277.182631,278,0.003186226
,,
277.182631,556,0.002992153
,,
277.182631,555,0.002992153
,,
293.6647679,294,0.003118277
,,
293.6647679,293,0.003070593
,,
293.6647679,294,0.002992392
,,
293.6647679,293,0.003959894
,,
293.6647679,588,0.002962589
,,
311.1269837,311,0.002992868
,,
311.1269837,310,0.002991676
,,
311.1269837,311,0.002991676
,,
311.1269837,310,0.003154039
,,
311.1269837,623,0.003021002
,,
329.6275569,662,0.002992153
,,
329.6275569,662,0.002990723
,,
329.6275569,329,0.002959967
,,
329.6275569,329,0.003024101
,,
329.6275569,660,0.002991915
,,
349.2282314,350,0.00302124
,,
349.2282314,350,0.002990723
,,
349.2282314,348,0.002992868
,,
349.2282314,702,0.002989292
,,
349.2282314,350,0.003002405
,,
369.9944227,1117,0.003020287
,,
369.9944227,370,0.002991915
,,
369.9944227,743,0.003956079
,,
369.9944227,742,0.003988504
,,
369.9944227,370,0.00296402
,,
391.995436,393,0.002992153
,,
391.995436,391,0.003166437
,,
391.995436,393,0.002958298
,,
391.995436,786,0.00223875
,,
391.995436,392,0.002959728
,,
415.3046976,415,0.002756357
,,
415.3046976,834,0.00302124
,,
415.3046976,416,0.002991915
,,
415.3046976,416,0.001994848
,,
415.3046976,834,0.003961563
,,
440,441,0.002185583
,,
440,441,0.002994537
,,
440,440,0.002967358
,,
440,440,0.003023863
,,
440,440,0.003088236
,,
466.1637615,466,0.013213396
,,
466.1637615,465,0.001969814
,,
466.1637615,465,0.002254963
,,
466.1637615,466,0.003113985
,,
466.1637615,465,0.002999067
,,
493.8833013,495,0.002990723
,,
493.8833013,496,0.003029108
,,
493.8833013,992,0.002999544
,,
493.8833013,493,0.001995087
,,
493.8833013,491,0.001994848
,,
523.2511306,522,0.002991199
,,
523.2511306,523,0.002991676
,,
523.2511306,524,0.002992868
,,
523.2511306,521,0.002996445
,,
523.2511306,1051,0.002991676
,,
554.365262,554,0.003205538
,,
554.365262,551,0.002994061
,,
554.365262,554,0.002991438
,,
554.365262,1112,0.002993345
,,
554.365262,1112,0.002730608
,,
587.3295358,588,0.002991915
,,
587.3295358,588,0.002989531
,,
587.3295358,585,0.003990412
,,
587.3295358,588,0.003256321
,,
587.3295358,588,0.002992153
,,
622.2539674,619,0.002958536
,,
622.2539674,621,0.00202322
,,
622.2539674,625,0.004190922
,,
622.2539674,623,0.003026009
,,
622.2539674,623,0.002027988
,,
659.2551138,659,0.002990961
,,
659.2551138,660,0.002992153
,,
659.2551138,660,0.00199461
,,
659.2551138,659,0.002991915
,,
659.2551138,660,0.003019571
,,
698.4564629,699,0.002986193
,,
698.4564629,697,0.003069878
,,
698.4564629,697,0.003207922
,,
698.4564629,696,0.004019022
,,
698.4564629,698,0.002996922
,,
739.9888454,740,0.002987385
,,
739.9888454,740,0.00199461
,,
739.9888454,741,0.002963066
,,
739.9888454,742,0.00299263
,,
739.9888454,738,0.002991199
,,
783.990872,785,0.003166676
,,
783.990872,796,0.002991915
,,
783.990872,784,0.003971338
,,
783.990872,785,0.001960039
,,
783.990872,777,0.002990961
,,
830.6093952,832,0.003204584
,,
830.6093952,831,0.002991676
,,
830.6093952,827,0.001998663
,,
830.6093952,831,0.002962112
,,
830.6093952,848,0.003206253
,,
880,880,0.002996683
,,
880,881,0.00200367
,,
880,880,0.002993107
,,
880,854,0.002999306
,,
880,881,0.002991915
,,
932.327523,932,0.003001451
,,
932.327523,936,0.00299263
,,
932.327523,924,0.001994848
,,
932.327523,934,0.002212286
,,
932.327523,933,0.005194426
,,
987.7666025,985,0.002268553
,,
987.7666025,985,0.003148079
,,
987.7666025,989,0.003021002
,,
987.7666025,988,0.003264666
,,
987.7666025,987,0.002993345
,,
1046.502261,1049,0.004030466
,,
1046.502261,1045,0.002986431
,,
1046.502261,1041,0.002164841
,,
1046.502261,1042,0.002992153
,,
1046.502261,1043,0.001994848
,,
1108.730524,1108,0.002198935
,,
1108.730524,1108,0.003140926
,,
1108.730524,1108,0.003148794
,,
1108.730524,1109,0.002989769
,,
1108.730524,1111,0.003139257
,,
1174.659072,1178,0.003321886
,,
1174.659072,1174,0.003020525
,,
1174.659072,1176,0.002958775
,,
1174.659072,1173,0.002128839
,,
1174.659072,1175,0.002182961
,,
1244.507935,1199,0.002992153
,,
1244.507935,1105,0.002991915
,,
1244.507935,1113,0.002137899
,,
1244.507935,1161,0.002992153
,,
1244.507935,1121,0.005150557
,,
1318.510228,1136,0.003181934
,,
1318.510228,1099,0.002995253
,,
1318.510228,1110,0.002992392
,,
1318.510228,1197,0.003142357
,,
1318.510228,1160,0.003960133
,,
1396.912926,1126,0.003106833
,,
1396.912926,858,0.00199461
,,
1396.912926,1105,0.003166914
,,
1396.912926,1188,0.002990246
,,
1396.912926,1199,0.002135515
,,
1479.977691,1120,0.003159523
,,
1479.977691,856,0.002116919
,,
1479.977691,1102,0.002992392
,,
1479.977691,1124,0.003991127
,,
1479.977691,1123,0.002992153
,,
1567.981744,1114,0.002991676
,,
1567.981744,852,0.003152609
,,
1567.981744,856,0.002992153
,,
1567.981744,1122,0.003153324
,,
1567.981744,1110,0.002992868
,,
1661.21879,1108,0.00315237
,,
1661.21879,848,0.002113819
,,
1661.21879,854,0.004066944
,,
1661.21879,1118,0.002991915
,,
1661.21879,1048,0.003022432
,,
1760,862,0.002000809
,,
1760,1123,0.002105474
,,
1760,850,0.003147125
,,
1760,1115,0.00395751
,,
1760,1099,0.002955437
,,
1864.655046,858,0.003107309
,,
1864.655046,1116,0.004157782
,,
1864.655046,847,0.00302577
,,
1864.655046,1112,0.003147125
,,
1864.655046,848,0.001956224
,,
1975.533205,853,0.001994848
,,
1975.533205,1110,0.002991915
,,
1975.533205,844,0.002956629
,,
1975.533205,1114,0.002991676
,,
1975.533205,1120,0.003198385
,,
2093.004522,848,0.001994848
,,
2093.004522,1106,0.00298357
,,
2093.004522,713,0.00202775
,,
2093.004522,1107,0.002988577
,,
2217.461048,1111,0.003163338
,,
2217.461048,1099,0.001961708
,,
2217.461048,711,0.002992392
,,
2217.461048,1106,0.002992153
,,
2349.318143,1104,0.001965761
,,
2349.318143,867,0.002991199
,,
2349.318143,707,0.003189087
,,
2349.318143,1100,0.002992868
,,
2489.01587,867,0.002993584
,,
2489.01587,863,0.00199461
,,
2489.01587,1121,0.003158092
,,
2489.01587,1066,0.002991199
,,
2489.01587,1066,0.002992153
,,
2637.020455,862,0.002028465
,,
2637.020455,859,0.002967358
,,
2637.020455,1117,0.002992868
,,
2637.020455,1067,0.003130436
,,
2793.825851,857,0.002991915
,,
2793.825851,856,0.003192425
,,
2793.825851,1114,0.002197504
,,
2793.825851,718,0.002991676
,,
2959.955382,853,0.001994848
,,
2959.955382,852,0.003142595
,,
2959.955382,1109,0.002956629
,,
2959.955382,716,0.002027512
,,
2959.955382,938,0.002127409
,,
3135.963488,848,0.003220081
,,
3135.963488,849,0.002970695
,,
3135.963488,1105,0.003023148
,,
3135.963488,865,0.001997232
,,
3322.437581,710,0.003266335
,,
3322.437581,845,0.002992153
,,
3322.437581,867,0.002991438
,,
3322.437581,862,0.002158403
,,
3322.437581,1106,0.00215745
,,
3520,705,0.003217936
,,
